,Word,Mouth,Body,Head,Shoulder,Eyegaze,Eyebrow,Eyelids,Hand
1986,tầng,tầng,,,,AD,RB,BB,"hamflathand,hamparbegin,hamextfingerol,hampalmd,hamplus,hamextfingeru,hampalmdr,hambetween,hampalmr,hamparend,hamparbegin,hamlrat,hamshoulders,hamplus,hamlrat,hamhead,hamparend"
1987,tăng_cường,,,,,AD,RB,BB,"hamsymmpar,hamparbegin,hampinch12,hamextfingerdl,hambetween,hamextfingero,hampalml,hamplus,hamflathand,hamextfingerr,hampalmu,hamparend,hamparbegin,hampalm,hamplus,hamfingermidjoint,hamindexfinger,hamtouch,hamparend,hamparbegin,hamparbegin,hamreplace,hamflathand,hamextfingerl,hampalmu,hammoveu,hamparend,hamplus,hamnomotion,hamparend"
1988,tạo_hóa,,,,,AD,RB,BB,"hamsymmlr,hampinchall,hamparbegin,hamextfingerl,hambetween,hamextfingero,hampalmd,hamplus,hamextfingerr,hambetween,hamextfingeri,hampalmu,hamparend,hamfingertip,hamtouch,hamparbegin,hammoveur,hamplus,hammovedl,hamparend,hamreplace,hampinchall,hamfingerstraightmod,hamextfingerl,hampalmd,hamtouch,hamparbegin,hamreplace,hamfinger2345,hamthumboutmod,hamextfingeru,hambetween,hamextfingero,hammover,hamparend"
1989,tập_thể,,,,,AD,RB,BB,"hamsymmlr,hamfist,hamthumboutmod,hamextfingero,hampalml,hamreplace,hamfist,hamthumboutmod,hamextfingero,hampalml,hamfingermidjoint,hamtouch,hamcirclei"
1990,tập_thể_dục,tập_thể_dục,,,,AD,RB,BB,"hamsymmlr,hamflathand,hamparbegin,hammover,hamreplace,hamparbegin,hamextfingerr,hampalmu,hamplus,hamextfingerl,hampalmu,hamparend,hammovei,hammovei,hammovei,hamsmallmod,hammover,hamparend,hamreplace,hamflathand,hambetween,hamflathand,hamfingerstraightmod,hamparbegin,hamparbegin,hammoveu,hamreplace,hamextfingerl,hampalmd,hammovel,hamparend,hamplus,hamparbegin,hammoveu,hamreplace,hamextfingerr,hampalmd,hammover,hamparend,hamparend,hamreplace,hamflathand,hamparbegin,hamextfingerr,hampalmu,hamplus,hamextfingerl,hampalmu,hamparend,hamparbegin,hammover,hamreplace,hamflathand,hammoved,hammoved,hamsmallmod,hamparend"
1991,tất,tất,,,,AD,RB,BB,"hamsymmlr,hamparbegin,hamfist,hamplus,hamfinger23spread,hamthumbacrossmod,hambetween,hamfinger23,hamthumbacrossmod,hamextfingerd,hampalmd,hamparend,hamparbegin,hamfingertip,hamindexfinger,hamplus,hamfingertip,hamthumb,hamparend,hamtouch,hamparbegin,hammoveu,hamsmallmod,hamplus,hamnomotion,hamparend"
1992,tắt,tắt,,,,AD,RB,BB,"hamfinger2345,hamthumboutmod,hamextfingeru,hampalmd,hamshoulders,hamreplace,hampinchall"
1993,tất_cả_là,tất_cả_là,,,,AD,RB,BB,"hamflathand,hamextfingerdo,hambetween,hamextfingerr,hampalmd,hamchest,hamlrbeside,hamparbegin,hamcircleu,hamlargemod,hamclocku,hamreplace,hamextfingero,hambetween,hamextfingerl,hampalmd,hamchest,hamlrat,hamparend"
1994,tàu_hỏa,tàu_hỏa,,,,AD,RB,BB,"hamsymmpar,hamflathand,hamthumboutmod,hambetween,hamflathand,hamextfingero,hampalml,hamclose,hamparbegin,hamcirclel,hamplus,hamnomotion,hamparend,hamrepeatfromstart"
1995,tàu_thủy,tàu_thủy,,,,AD,RB,BB,"hamsymmlr,hamflathand,hamfingerstraightmod,hambetween,hamflathand,hamextfingero,hampalmu,hamseqbegin,hamtouch,hampinkyside,hamseqend,hamshoulders,hamclose,hammoveo,hamsmallmod,hamarcu,hammoveo,hamarcu"
1996,tàu_vũ_trụ,,,,,AD,RB,BB,"hamsymmpar,hamparbegin,hampinchall,hamfingerstraightmod,hamextfingerl,hampalmd,hamplus,hamfinger2,hamthumbacrossmod,hamextfingeru,hampalmr,hamparend,hamparbegin,hamlrat,hamchest,hamplus,hamlrat,hamshoulders,hamparend,hamparbegin,hammoved,hamplus,hammoveu,hamparend"
1997,tay,tay,,,,AD,RB,BB,"hamsymmpar,hamparbegin,hamceeall,hambetween,hamfinger2,hamthumbacrossmod,hamindexfinger,hamfingerstraightmod,hamplus,hamflathand,hambetween,hamfist,hamparend,hamparbegin,hamextfingerl,hampalmdl,hamplus,hamextfingero,hampalmd,hamparend,hamparbegin,hammovel,hammovel,hamsmallmod,hamplus,hammoveo,hamparend"
1998,tây,,,,,AD,RB,BB,"hamflathand,hamthumbacrossmod,hamindexfinger,hamfingerhookmod,hamextfingeru,hambetween,hamextfingerl,hampalmdr,hamlrat,hamshoulders"
1999,tea,ti:,,,,AD,RB,BB,"hamparbegin,hampinch12open,hamplus,hamflathand,hamthumboutmod,hamparend,hamparbegin,hamextfingerol,hampalml,hamplus,hamextfingerr,hambetween,hamextfingeror,hampalmu,hamparend,hamparbegin,hamfingernail,hamindexfinger,hammiddlefinger,hamringfinger,hamplus,hampinkyside,hamparend,hamtouch,hamshoulders,hambetween,hamchest,hamparbegin,hamreplace,hamextfingeru,hampalml,hamparend"
2000,tear_out,,,,,AD,RB,BB,"hamparbegin,hampinchall,hamfingerstraightmod,hamplus,hamflathand,hamthumboutmod,hamparend,hamparbegin,hamextfingerol,hampalml,hamplus,hamextfingero,hampalmu,hamparend,hamparbegin,hampinkyside,hamplus,hamfingertip,hamthumb,hamindexfinger,hammiddlefinger,hamringfinger,hampinky,hamparend,hamtouch,hamchest,hamparbegin,hamreplace,hamextfingero,hampalmul,hamparend"
2001,technical,,,,,AD,RB,BB,"hamsymmlr,hamfinger2345,hamthumboutmod,hamfingerbendmod,hamextfingerl,hampalmdl,hamparbegin,hamfingermidjoint,hamindexfinger,hammiddlefinger,hamplus,hamfingermidjoint,hamindexfinger,hammiddlefinger,hamparend,hamtouch,hamshoulders,hamparbegin,hammoved,hamarcl,hamreplace,hamextfingerdl,hamparend,hamparbegin,hamfingermidjoint,hamindexfinger,hammiddlefinger,hamplus,hamfingermidjoint,hamindexfinger,hammiddlefinger,hamparend,hamclose,hamrepeatfromstart"
2002,technology,teknQl@Zi:,,,,AD,RB,BB,"hamsymmlr,hamfinger2345,hamthumboutmod,hamfingerbendmod,hamextfingerl,hampalmdl,hamparbegin,hamfingermidjoint,hamindexfinger,hammiddlefinger,hamplus,hamfingermidjoint,hamindexfinger,hammiddlefinger,hamparend,hamtouch,hamshoulders,hamparbegin,hammoved,hamarcl,hamstircw,hamreplace,hamextfingerdl,hamparend,hamparbegin,hamfingermidjoint,hamindexfinger,hammiddlefinger,hamplus,hamfingermidjoint,hamindexfinger,hammiddlefinger,hamparend,hamclose,hamrepeatfromstart"
2003,teeth,D02,,,,AD,RB,BB,"hamfinger2,hamthumbacrossmod,hamextfingerul,hampalml,hamnostrils,hambetween,hamteeth,hamtouch"
2004,teletext,,,,,AD,RB,BB,"hamsymmlr,hamfinger2345,hamthumboutmod,hamextfingerl,hampalml,hamparbegin,hampinkyside,hamplus,hamthumbside,hamparend,hamclose,hamchest,hammoveu,hamrepeatfromstart"
2005,tell,,,,,AD,RB,BB,"hamfinger2,hamextfingerul,hampalmdl,hamchin,hamclose,hammoveo"
2006,tem_thư,,,,,AD,RB,BB,"hamsymmpar,hamparbegin,hamfinger23,hamthumbacrossmod,hamextfingerl,hampalmd,hamplus,hamflathand,hamextfingero,hampalmu,hamparend,hamparbegin,hamshoulders,hamplus,hamchest,hamparend,hamparbegin,hamparbegin,hammoved,hammover,hamsmallmod,hamparend,hamplus,hamnomotion,hamparend"
2007,temple,tempVl,,,,AD,RB,BB,"hamsymmlr,hamflathand,hamthumboutmod,hamextfingerul,hampalmd,hamparbegin,hamfingertip,hamindexfinger,hammiddlefinger,hamringfinger,hampinky,hamplus,hamfingertip,hamindexfinger,hammiddlefinger,hamringfinger,hampinky,hamparend,hamtouch,hamhead,hamparbegin,hamreplace,hamextfingeror,hampalmdr,hamparend"
2008,temple_house,L03,,,,AD,RB,BB,"hamsymmlr,hamfinger23,hamthumbacrossmod,hamextfingerul,hampalmd,hamparbegin,hamfingertip,hamindexfinger,hammiddlefinger,hamplus,hamfingertip,hamindexfinger,hammiddlefinger,hamparend,hamtouch,hamhead,hammovedr,hamparbegin,hammoved,hamreplace,hamextfingero,hampalml,hamparend"
2009,ten,,,,,AD,RB,BB,"hamsymmlr,hamfinger2345,hamthumboutmod,hamextfingerul,hampalml,hamchest,hamclose,hammoveo,hamsmallmod"
2010,tên,tên,,,,AD,RB,BB,"hamfinger23,hamthumbacrossmod,hamextfingerl,hambetween,hamextfingerul,hampalmd,hamforehead,hamparbegin,hammoveo,hamreplace,hamextfingero,hampalmd,hamparend"
2011,ten_no.2,,,,,AD,RB,BB,"hamfinger2,hamfingerhookmod,hamextfingeru,hampalml,hamchest,hamclose,hammoveo,hamsmallmod"
2012,ten_o_clock,,,,,AD,RB,BB,"hamsymmlr,hamfinger2345,hamthumboutmod,hamextfingerul,hampalml,hamshoulders,hamclose,hamparbegin,hamreplace,hampalmdl,hamrepeatfromstart,hamparend"
2013,terrible,,,,,AD,RB,BB,"hamsymmlr,hamfinger2,hamthumbacrossmod,hampinky,hamextfingerul,hambetween,hamextfingeru,hampalmr,hamshouldertop,hamlrbeside,hamswinging,hamlargemod"
2014,test,,,,,AD,RB,BB,"hamparbegin,hamfist,hamthumbacrossmod,hamplus,hamfinger2345,hamthumboutmod,hamparend,hamparbegin,hamextfingero,hampalmu,hamplus,hamextfingero,hampalmr,hamparend,hamchest,hamlrbeside,hamparbegin,hammovei,hamreplace,hamfinger2345,hamthumboutmod,hamparend,hamparbegin,hampalm,hamplus,hamhandback,hamparend,hamclose"
2015,testantony,,,,,AD,RB,BB,"hamflathand,hamextfingeru,hampalmd,hamchest,hammoveu"
2016,tha_thứ,tha_thứ,,,,AD,RB,BB,"hamfinger2,hamthumbacrossmod,hamextfingeru,hampalmu,hamunderchin,hamparbegin,hamreplace,hamfinger2345,hamthumboutmod,hamextfingero,hampalmd,hamchest,hamcircleu,hamparend"
2017,thác,thác,,,,AD,RB,BB,"hamsymmpar,hamparbegin,hampinchall,hamfingerstraightmod,hambetween,hamflathand,hamthumbacrossmod,hamextfingero,hampalmd,hamplus,hampinchall,hamfingerstraightmod,hambetween,hamflathand,hamthumbacrossmod,hamextfingero,hambetween,hamextfingerr,hampalmd,hamparend,hamparbegin,hamshoulders,hamplus,hamchest,hamparend,hamparbegin,hamparbegin,hammoved,hamsmallmod,hammoveo,hamsmallmod,hamparend,hamplus,hamnomotion,hamparend,hamparbegin,hamreplace,hamfinger2345,hamthumboutmod,hamextfingerd,hambetween,hamextfingero,hampalmd,hamplus,hamnomotion,hamparend,hamparbegin,hammovedo,hamsmallmod,hamplus,hamnomotion,hamparend"
2018,thạch,thạch,,,,AD,RB,BB,"hampinchall,hamfingerstraightmod,hamextfingeru,hampalmu,hamreplace,hampinchall,hamfingerstraightmod,hamlips,hamseqbegin,hamtouch,hamfingertip,hammiddlefinger,hamseqend"
2019,thải_ra,,,,,AD,RB,BB,"hamsymmlr,hamparbegin,hampinchall,hamfingerstraightmod,hamextfingerl,hampalmd,hamplus,hamfinger2345,hambetween,hamfinger2345,hamthumbopenmod,hamfingerbendmod,hamextfingerr,hampalmu,hamparend,hamparbegin,hamthumbball,hamplus,hamfingertip,hamindexfinger,hamtouch,hamparend,hamparbegin,hamreplace,hamfinger2345,hamthumbopenmod,hambetween,hamfinger2345,hamthumbopenmod,hamfingerstraightmod,hamextfingerdr,hambetween,hamextfingero,hampalmd,hamplus,hamreplace,hamflathand,hamextfingerd,hampalmr,hamlrat,hambelowstomach,hamparend,hamparbegin,hamnomotion,hamplus,hamparbegin,hammovei,hammovei,hammoved,hammoved,hammovel,hamsmallmod,hammoved,hamparend,hamparend"
2020,thăm,,,,,AD,RB,BB,"hamsymmpar,hamfist,hamthumbacrossmod,hamextfingeru,hampalmd,hammover,hamsmallmod,hamarcu,hamsmallmod,hammover,hamsmallmod,hamarcu,hamsmallmod"
2021,tham_quan,tham_quan,,,,AD,RB,BB,"hamfinger23spread,hamthumbacrossmod,hamextfingeri,hambetween,hamextfingeru,hampalmd,hameyes,hamreplace,hamfinger23spread,hamthumbacrossmod,hamparbegin,hammoveol,hamcircled,hamclocku,hamclockd,hamreplace,hamflathand,hamthumboutmod,hambetween,hamfinger2345,hamextfingero,hampalmd,hammoved,hamparend"
2022,thắm_thiết,,,,,AD,RB,BB,"hamsymmlr,hamfist,hamextfingerl,hampalml,hamparbegin,hamthumbside,hamclose,hamplus,hampinkyside,hamparend"
2023,thản,thản,,,,AD,RB,BB,"hamsymmlr,hamflathand,hamthumbacrossmod,hambetween,hampinchall,hamfingerstraightmod,hamextfingerd,hampalmd,hamparbegin,hamreplace,hamextfingerd,hambetween,hamextfingero,hammoveo,hamsmallmod,hamparend,hamparbegin,hamreplace,hamextfingero,hammoveo,hamsmallmod,hamparend,hamparbegin,hamreplace,hamextfingero,hambetween,hamextfingeru,hammoveo,hamsmallmod,hamparend,hamparbegin,hamreplace,hamextfingero,hammovei,hamparend,hamparbegin,hamreplace,hampinchall,hamfingerstraightmod,hamextfingerl,hambetween,hamextfingero,hampalmd,hamplus,hamreplace,hamflathand,hamextfingerr,hampalmu,hamparend,hamparbegin,hammovel,hamplus,hamnomotion,hamparend,hamparbegin,hampalm,hamplus,hamfingertip,hammiddlefinger,hamparend,hamtouch,hamparbegin,hammover,hamsmallmod,hamarcu,hamsmallmod,hamplus,hamnomotion,hamparend,hamrepeatfromstart"
2024,thận,thận,,,,AD,RB,BB,"hamsymmlr,hamfist,hamextfingerl,hampalml,hamclose,hambelowstomach,hamseqbegin,hamtouch,hamfingermidjoint,hamseqend"
2025,thân_ái,,,,,AD,RB,BB,"hamsymmlr,hamfist,hamextfingerl,hampalml,hamparbegin,hamthumbside,hamtouch,hamplus,hampinkyside,hamparend"
2026,than_đá,,,,,AD,RB,BB,"hamsymmlr,hamparbegin,hamfinger2345,hamthumboutmod,hamfingerhookmod,hamextfingero,hambetween,hamextfingeru,hampalmu,hamplus,hamflathand,hamextfingerr,hampalmd,hamparend,hamparbegin,hamhandback,hamplus,hamhandback,hamclose,hamparend,hamparbegin,hammoved,hamsmallmod,hamplus,hamnomotion,hamparend,hamparbegin,hamreplace,hamfinger23,hamthumbacrossmod,hambetween,hamfinger23,hamthumbacrossmod,hamfingerstraightmod,hamextfingerul,hampalmd,hamhead,hamlrat,hamplus,hamreplace,hamflathand,hamextfingerd,hampalmr,hamlrat,hambelowstomach,hamparend,hamparbegin,hammoved,hamsmallmod,hamplus,hamparbegin,hammovei,hammovei,hammoved,hammoved,hammovel,hamsmallmod,hamparend,hamparend"
2027,thân_thương,,,,,AD,RB,BB,"hamsymmlr,hamflathand,hambetween,hamfist,hamextfingerl,hambetween,hamextfingeru,hampalml,hamseqbegin,hamtouch,hampalm,hamseqend,hamshoulders,hammovei,hamlargemod"
2028,tháng,tháng,,,,AD,RB,BB,"hamparbegin,hamfist,hamplus,hamflathand,hamparend,hamparbegin,hamextfingeru,hambetween,hamextfingeri,hampalml,hamplus,hamextfingeru,hampalmr,hamparend,hamparbegin,hampalm,hamplus,hamwristback,hamparend,hamtouch,hamreplace,hamextfingeru,hambetween,hamextfingero,hampalml"
2029,thẳng,thẳng,,,,AD,RB,BB,"hamflathand,hamextfingeru,hambetween,hamextfingeri,hampalml,hamnose,hamseqbegin,hamtouch,hamfingertip,hamthumb,hamseqend,hamparbegin,hammoveo,hamlargemod,hamreplace,hamextfingero,hampalml,hammoveo,hammoveo,hamparend"
2030,tháng_1,tháng_1,,,,AD,RB,BB,"hamparbegin,hamfist,hamthumbacrossmod,hamextfingero,hambetween,hamextfingeru,hampalml,hamplus,hamflathand,hamthumboutmod,hamextfingeruo,hampalmr,hamparend,hamparbegin,hamthumbball,hamplus,hampalm,hamparend,hamtouch,hamcirclel,hamclockd,hamparbegin,hammover,hammoveuo,hamreplace,hamfinger2,hamthumbacrossmod,hamextfingeru,hampalmdl,hamparend"
2031,tháng_10,tháng_10,,,,AD,RB,BB,"hamparbegin,hamfist,hamthumbacrossmod,hamextfingero,hambetween,hamextfingeru,hampalml,hamplus,hamflathand,hamthumboutmod,hamextfingeruo,hampalmr,hamparend,hamparbegin,hamthumbball,hamplus,hampalm,hamparend,hamtouch,hamcirclel,hamclockd,hamparbegin,hammover,hammoveuo,hamreplace,hamcee12,hamextfingeru,hampalmd,hamparend,hamreplace,hampinch12"
2032,tháng_11,tháng_11,,,,AD,RB,BB,"hamparbegin,hamfist,hamthumbacrossmod,hamextfingero,hambetween,hamextfingeru,hampalml,hamplus,hamflathand,hamthumboutmod,hamextfingeruo,hampalmr,hamparend,hamparbegin,hamthumbball,hamplus,hampalm,hamparend,hamtouch,hamcirclel,hamclockd,hamparbegin,hammover,hammoveuo,hamreplace,hamfinger2,hamthumbacrossmod,hamextfingeru,hampalmdl,hamparend,hamreplace,hamextfingero,hambetween,hamextfingeru,hamrepeatfromstart"
2033,tháng_12,tháng_12,,,,AD,RB,BB,"hamparbegin,hamfist,hamthumbacrossmod,hamextfingero,hambetween,hamextfingeru,hampalml,hamplus,hamflathand,hamthumboutmod,hamextfingeruo,hampalmr,hamparend,hamparbegin,hamthumbball,hamplus,hampalm,hamparend,hamtouch,hamcirclel,hamclockd,hamparbegin,hammover,hammoveuo,hamreplace,hamfinger2,hamthumbacrossmod,hamextfingeru,hampalmdl,hamparend,hamparbegin,hammoveor,hammoveu,hamreplace,hamfinger23spread,hamthumbacrossmod,hamparend"
2034,tháng_2,tháng_2,,,,AD,RB,BB,"hamparbegin,hamfist,hamthumbacrossmod,hamextfingero,hambetween,hamextfingeru,hampalml,hamplus,hamflathand,hamthumboutmod,hamextfingeruo,hampalmr,hamparend,hamparbegin,hamthumbball,hamplus,hampalm,hamparend,hamtouch,hamcirclel,hamclockd,hamparbegin,hammover,hammoveuo,hamreplace,hamfinger23spread,hamthumbacrossmod,hamextfingeru,hampalmdl,hamparend"
2035,tháng_3,tháng_3,,,,AD,RB,BB,"hamparbegin,hamfist,hamthumbacrossmod,hamextfingero,hambetween,hamextfingeru,hampalml,hamplus,hamflathand,hamthumboutmod,hamextfingeruo,hampalmr,hamparend,hamparbegin,hamthumbball,hamplus,hampalm,hamparend,hamtouch,hamcirclel,hamclockd,hamparbegin,hammover,hammoveuo,hamreplace,hamfinger2345,hamthumbacrossmod,hampinky,hamdoublehooked,hamextfingeru,hampalmdl,hamparend"
2036,tháng_4,tháng_4,,,,AD,RB,BB,"hamparbegin,hamfist,hamthumbacrossmod,hamextfingero,hambetween,hamextfingeru,hampalml,hamplus,hamflathand,hamthumboutmod,hamextfingeruo,hampalmr,hamparend,hamparbegin,hamthumbball,hamplus,hampalm,hamparend,hamtouch,hamcirclel,hamclockd,hamparbegin,hammover,hammoveuo,hamreplace,hamfinger2345,hamthumbacrossmod,hamextfingeru,hambetween,hamextfingerur,hampalmul,hamparend"
2037,tháng_5,tháng_5,,,,AD,RB,BB,"hamparbegin,hamfist,hamthumbacrossmod,hamextfingero,hambetween,hamextfingeru,hampalml,hamplus,hamflathand,hamthumboutmod,hamextfingeruo,hampalmr,hamparend,hamparbegin,hamthumbball,hamplus,hampalm,hamparend,hamtouch,hamcirclel,hamclockd,hamparbegin,hammover,hammoveuo,hamreplace,hamfinger2345,hamextfingeru,hambetween,hamextfingerur,hampalmul,hamparend"
2038,tháng_6,tháng_6,,,,AD,RB,BB,"hamparbegin,hamfist,hamthumbacrossmod,hamextfingero,hambetween,hamextfingeru,hampalml,hamplus,hamflathand,hamthumboutmod,hamextfingeruo,hampalmr,hamparend,hamparbegin,hamthumbball,hamplus,hampalm,hamparend,hamtouch,hamcirclel,hamclockd,hamparbegin,hammover,hammoveuo,hamreplace,hamfinger2,hamthumboutmod,hampinky,hamextfingeru,hambetween,hamextfingerur,hampalmul,hamparend"
2039,tháng_7,tháng_7,,,,AD,RB,BB,"hamparbegin,hamfist,hamthumbacrossmod,hamextfingero,hambetween,hamextfingeru,hampalml,hamplus,hamflathand,hamthumboutmod,hamextfingeruo,hampalmr,hamparend,hamparbegin,hamthumbball,hamplus,hampalm,hamparend,hamtouch,hamcirclel,hamclockd,hamparbegin,hammover,hammoveuo,hamreplace,hamfinger2,hamthumboutmod,hamextfingeru,hambetween,hamextfingerur,hampalmul,hamparend"
2040,tháng_8,tháng_8,,,,AD,RB,BB,"hamparbegin,hamfist,hamthumbacrossmod,hamextfingero,hambetween,hamextfingeru,hampalml,hamplus,hamflathand,hamthumboutmod,hamextfingeruo,hampalmr,hamparend,hamparbegin,hamthumbball,hamplus,hampalm,hamparend,hamtouch,hamcirclel,hamclockd,hamparbegin,hammover,hammoveuo,hamreplace,hamfinger23spread,hamthumboutmod,hamextfingeru,hambetween,hamextfingerur,hampalmul,hamparend"
2041,tháng_9,tháng_9,,,,AD,RB,BB,"hamparbegin,hamfist,hamthumbacrossmod,hamextfingero,hambetween,hamextfingeru,hampalml,hamplus,hamflathand,hamthumboutmod,hamextfingeruo,hampalmr,hamparend,hamparbegin,hamthumbball,hamplus,hampalm,hamparend,hamtouch,hamcirclel,hamclockd,hamparbegin,hammover,hammoveuo,hamreplace,hamfinger2,hamthumbacrossmod,hambetween,hamfinger2,hamfingerhookmod,hamextfingeru,hampalmd,hamparend"
2042,thắng_cảnh,,,,,AD,RB,BB,"hamflathand,hamextfingerl,hampalmd,hamreplace,hamextfingeru,hampalml,hamshouldertop,hamlrat"
2043,thắng_lợi,,,,,AD,RB,BB,"hamsymmlr,hamfist,hamthumbacrossmod,hamextfingeru,hampalmd,hamhead,hammoveu,hamsmallmod,hammoved,hamsmallmod,hamrepeatfromstart"
2044,thành_phố,thành_phố,,,,AD,RB,BB,"hamsymmlr,hamflathand,hamparbegin,hamparbegin,hamreplace,hamextfingeru,hampalml,hammoveu,hammoveu,hamparend,hamplus,hamreplace,hamextfingeru,hampalmr,hamparend,hamparbegin,hammoved,hamplus,hamparbegin,hammoveu,hammoveu,hamparend,hamparend,hamparbegin,hamparbegin,hammoveu,hammoveu,hamparend,hamplus,hamparbegin,hammoved,hammoved,hamparend,hamparend"
2045,thành_tích,,,,,AD,RB,BB,"hamsymmlr,hamparbegin,hamfist,hamextfingeru,hampalml,hamplus,hamfist,hamextfingerr,hampalmr,hamparend,hamparbegin,hamshoulders,hamlrat,hamplus,hamlrat,hamchest,hamparend,hamreplace,hamfist,hamextfingerl,hampalml,hamparbegin,hamthumbside,hamplus,hampinkyside,hamtouch,hamparend,hamparbegin,hamreplace,hamfist,hamthumboutmod,hamextfingero,hampalml,hammoveu,hamplus,hamnomotion,hamparend"
2046,thank_you,,,,,AD,RB,BB,"hamflathand,hamthumboutmod,hamextfingeru,hampalmu,hamunderchin,hammovedo"
2047,thảo_luận,thảo_luận,,,,AD,RB,BB,"hamsymmpar,hamparbegin,hamfinger2,hamthumbacrossmod,hamextfingerl,hambetween,hamextfingero,hampalmd,hamplus,hamflathand,hamextfingerr,hambetween,hamextfingero,hampalmu,hamparend,hamparbegin,hampalm,hamplus,hamfingerpad,hamindexfinger,hamparend,hamtouch,hamparbegin,hamparbegin,hamcircleu,hamnodding,hamsmallmod,hamparend,hamplus,hamcircleu,hamparend"
2048,thấp,thấp,,,,AD,RB,BB,"hamflathand,hamfingerstraightmod,hamextfingeru,hampalmd,hamhead,hamlrbeside,hamclose,hamparbegin,hammovedo,hamlargemod,hamreplace,hamflathand,hamextfingero,hamparend"
2049,that,,,,,AD,RB,BB,"hamfinger2,hamthumbacrossmod,hamextfingerdo,hampalmd,hamchest,hammovedo"
2050,thật_thà,thật_thà,,,,AD,RB,BB,"hamfinger2,hamthumbacrossmod,hamextfingeru,hampalml,hamlips,hamseqbegin,hamtouch,hamfingertip,hamindexfinger,hamseqend,hamreplace,hamfinger2,hamthumbacrossmod,hamparbegin,hamreplace,hamextfingeruo,hambetween,hamextfingero,hampalml,hambetween,hampalmdl,hammoveo,hammoved,hamparend"
2051,thầy_giáo,thầy_giáo,,,,AD,RB,BB,"hamfinger23,hamextfingeru,hampalmu,hamchin,hamreplace,hamfinger2,hamextfingeru,hampalmd,hamshoulders,hamlrat,hammover"
2052,thế_nào,,,,,AD,RB,BB,"hamsymmlr,hamfinger2345,hamthumboutmod,hamextfingerd,hampalmu,hamchest,hamlrat,hamreplace,hamfinger2345,hamthumboutmod,hamextfingerl,hampalmd,hamchest"
2053,theatre,,,,,AD,RB,BB,"hamparbegin,hamfinger2345,hamthumboutmod,hammiddlefinger,hamfingerstraightmod,hamplus,hamflathand,hamthumboutmod,hamparend,hamparbegin,hamextfingerol,hampalmd,hamplus,hamextfingeror,hampalmd,hamparend,hamparbegin,hamhandback,hamplus,hammiddlefinger,hamfingertip,hamparend,hamtouch,hamtwisting,hamlargemod"
2054,theirs,,,,,AD,RB,BB,"hamsymmpar,hamfist,hamthumbacrossmod,hamextfingeru,hampalmd,hamchest,hamclose,hammoveor"
2055,them,,,,,AD,RB,BB,"hamfinger23spread,hamthumbacrossmod,hamextfingero,hambetween,hamextfingerol,hampalmu,hamchest,hamclose,hamswinging"
2056,thềm_nhà,thềm_nhà,,,,AD,RB,BB,"hamparbegin,hamflathand,hamextfingero,hampalmd,hamplus,hamflathand,hamextfingero,hampalmd,hamparend,hamparbegin,hamchest,hamlrat,hamplus,hamshoulders,hamparend,hamparbegin,hammoveuo,hamreplace,hamfinger2,hamthumbacrossmod,hambetween,hamfinger23,hamthumbacrossmod,hammiddlefinger,hamfingerstraightmod,hamringfinger,hamfingerstraightmod,hampinky,hamfingerstraightmod,hamextfingerd,hampalmdr,hambetween,hampalmr,hamchest,hamlrat,hamclose,hamparend,hamreplace,hamfinger23,hamthumbacrossmod,hambetween,hamfinger23,hamthumbacrossmod,hamindexfinger,hamreplace,hamfinger2,hamthumbacrossmod,hambetween,hamfinger23,hamthumbacrossmod,hammiddlefinger,hamfingerstraightmod,hamringfinger,hamfingerstraightmod,hampinky,hamfingerstraightmod,hamreplace,hamfinger23,hamthumbacrossmod,hambetween,hamfinger23,hamthumbacrossmod,hamindexfinger"
2057,thép,,,,,AD,RB,BB,"hamsymmlr,hamfinger23spread,hamthumbacrossmod,hamextfingero,hampalmd,hamtouch,hammover,hamparbegin,hamreplace,hamfinger23spread,hamthumbacrossmod,hamfingerbendmod,hamextfingerul,hampalmd,hamshoulders,hamplus,hamreplace,hamflathand,hamextfingerd,hampalmr,hamlrat,hambelowstomach,hamparend,hamparbegin,hammoveu,hamsmallmod,hamplus,hamparbegin,hammovei,hammovei,hammoved,hammoved,hammovel,hamsmallmod,hamparend,hamparend"
2058,there_,De,,,,AD,RB,BB,"hamfinger2345,hamthumboutmod,hamextfingero,hambetween,hamextfingeror,hampalmd,hamchest,hamlrat,hamfingerplay"
2059,there_,,,,,AD,RB,BB,"hamfinger2345,hamthumboutmod,hamextfingero,hampalmd,hamchest,hamfingerplay"
2060,they,,,,,AD,RB,BB,"hamsymmlr,hamfingerstraightmod,hamfinger2,hamthumbacrossmod,hamextfingerl,hambetween,hamextfingerul,hampalmd,hamparbegin,hamfingerpad,hamindexfinger,hamplus,hamfingerpad,hamindexfinger,hamparend,hamclose,hamparbegin,hamreplace,hamextfingero,hamparend"
2061,they_two,De_I,,,,AD,RB,BB,"hamfinger23spread,hamthumbacrossmod,hamextfingeru,hambetween,hamextfingerol,hampalmu,hambetween,hampalmul,hamchest,hamclose,hammover,hamrepeatfromstart"
