,Word,Mouth,Body,Head,Shoulder,Eyegaze,Eyebrow,Eyelids,Hand
1268,lovely,lVvli,,,,AD,RB,BB,"hamfist,hamthumboutmod,hamextfingeru,hambetween,hamextfingero,hampalml,hamlrat,hamunderchin,hambetween,hamchin,hamclose,hammover,hamsmallmod"
1269,low,l@_U,,,,AD,RB,BB,"hamflathand,hamthumboutmod,hamextfingero,hambetween,hamextfingeror,hampalmd,hamchest,hamlrat,hammoved,hamsmallmod,hambelowstomach,hamlrat"
1270,lũ_lụt,lũ_lụt,,,,AD,RB,BB,"hamsymmlr,hamparbegin,hamfinger2345,hamthumboutmod,hamextfingerl,hampalmd,hamplus,hamflathand,hamextfingeru,hampalmr,hamparend,hamparbegin,hamparbegin,hammovel,hammovel,hammovei,hamsmallmod,hamparend,hamplus,hamparbegin,hammoveu,hammoveu,hammovei,hamparend,hamparend,hamparbegin,hamparbegin,hamfingerplay,hammoveu,hamlargemod,hammover,hamsmallmod,hamparend,hamplus,hamnomotion,hamparend"
1271,luật_lệ,,,,,AD,RB,BB,"hamsymmpar,hamparbegin,hamfinger2,hamthumbopenmod,hamextfingeru,hampalmdl,hamplus,hamflathand,hamthumboutmod,hamextfingeru,hampalmdr,hamparend,hamparbegin,hamparbegin,hammovel,hammover,hamsmallmod,hamparend,hamplus,hammover,hamparend"
1272,luật_lệ,,,,,AD,RB,BB,"hamsymmpar,hamparbegin,hamfinger2,hamthumbopenmod,hamextfingeru,hampalmdl,hamplus,hamflathand,hamthumboutmod,hamextfingeru,hampalmdr,hamparend,hamparbegin,hamparbegin,hammovel,hammover,hamsmallmod,hamparend,hamplus,hammover,hamparend"
1273,lùn,lùn,,,,AD,RB,BB,"hamflathand,hamthumbacrossmod,hambetween,hamfist,hamextfingeru,hampalmdl,hamearlobe,hamlrbeside,hammoved,hamsmallmod"
1274,lunchbox,lVnt_S,,,,AD,RB,BB,"hampinchall,hamfingerstraightmod,hamextfingeru,hambetween,hamextfingero,hampalmu,hambetween,hampalmul,hamneck,hamparbegin,hammoved,hamreplace,hamextfingeru,hamteeth,hamlrat,hambetween,hamchin,hamparend,hamparbegin,hamreplace,hamfist,hamthumbacrossmod,hamextfingero,hambetween,hamextfingeruo,hampalmd,hamparend,hamchest,hamlrat,hammoved,hamsmallmod,hamrepeatfromstart"
1275,lưng,lưng,,,,AD,RB,BB,"hamflathand,hamextfingerd,hampalmu,hamparbegin,hammoved,hammoved,hammovei,hammovei,hammover,hammovei,hammoveu,hamsmallmod,hammovel,hamsmallmod,hamparend"
1276,lược,lược,,,,AD,RB,BB,"hamfinger2345,hamthumbopenmod,hambetween,hamfist,hamextfingeru,hambetween,hamextfingerl,hampalmdl,hamheadtop,hamlrat,hamclose,hammovei,hammoved,hammoveu,hammoved"
1277,lười_biếng,lười_biếng,,,,AD,RB,BB,"hamsymmlr,hamfinger2,hamthumboutmod,hamparbegin,hamextfingerol,hambetween,hamextfingero,hampalmd,hamplus,hamextfingeror,hambetween,hamextfingero,hampalmd,hamparend,hamshoulders,hamlrat,hammovei"
1278,luôn,luôn,,,,AD,RB,BB,"hamparbegin,hamfinger2,hamthumbacrossmod,hambetween,hamfinger2,hamfingerhookmod,hamextfingeru,hambetween,hamextfingeruo,hampalmdl,hamplus,hamfinger2,hamthumbacrossmod,hambetween,hamfinger2,hamthumbacrossmod,hamfingerhookmod,hamextfingeror,hampalmu,hamparend,hamparbegin,hamindexfinger,hamfingermidjoint,hamlrbeside,hamplus,hamindexfinger,hamfingermidjoint,hamlrbeside,hamparend,hamtouch,hamcircled"
1279,lượn,,,,,AD,RB,BB,"hamflathand,hamextfingerul,hampalmdl,hammoveul,hamarcd,hamsmallmod,hammoveul,hamarcu,hamsmallmod"
1280,luyện_kim,,,,,AD,RB,BB,"hamfinger2345,hamthumbopenmod,hambetween,hamfist,hamthumbopenmod,hamextfingerl,hampalmu,hamreplace,hamfinger2345,hamthumbopenmod,hambetween,hamfinger2345,hamthumbopenmod,hamfingerbendmod,hamreplace,hamfist,hamextfingerl,hambetween,hamextfingero,hampalmd,hamshoulders,hammoveu,hamsmallmod"
1281,m,,,,,AD,RB,BB,"hamfist,hamthumbacrossmod,hamindexfinger,hamfingerbendmod,hammiddlefinger,hamfingerbendmod,hamringfinger,hamfingerbendmod,hamextfingero,hampalmd,hamshoulders,hamlrat"
1282,m_clare,,,,,AD,RB,BB,"hamparbegin,hamfinger23,hamthumbacrossmod,hamindexfinger,hammiddlefinger,hamringfinger,hamextfingerol,hambetween,hamextfingeruo,hampalmd,hamplus,hamflathand,hamthumboutmod,hamextfingeror,hampalmu,hambetween,hampalmr,hamparend,hamparbegin,hampalm,hamplus,hamfingertip,hamparend,hamclose,hamchest,hambetween,hamstomach,hamclose,hammovedo,hamsmallmod,hamparbegin,hampalm,hamplus,hamfingertip,hamparend,hamtouch"
1283,m_clare_ex,em,,,,AD,RB,BB,"hamparbegin,hamfinger23,hamthumbacrossmod,hamindexfinger,hammiddlefinger,hamringfinger,hamextfingerol,hambetween,hamextfingeruo,hampalmd,hamplus,hamflathand,hamthumboutmod,hamextfingeror,hampalmu,hambetween,hampalmr,hamparend,hamparbegin,hampalm,hamplus,hamfingertip,hamparend,hamclose,hamchest,hambetween,hamstomach,hamclose,hammovedo,hamsmallmod,hamparbegin,hampalm,hamplus,hamfingertip,hamparend,hamtouch"
1284,má,má,,,,AD,RB,BB,"hamfist,hamthumbopenmod,hamindexfinger,hamfingerstraightmod,hamextfingeru,hampalml,hamcheek,hamlrat,hamseqbegin,hamtouch,hamfingerpad,hamthumb,hamindexfinger,hamseqend"
1285,mà_,mà,,,,AD,RB,BB,"hamfinger2345,hamthumboutmod,hamindexfinger,hamfingerhookmod,hammiddlefinger,hamfingerhookmod,hamringfinger,hamfingerhookmod,hamextfingero,hampalmd,hamstomach,hamlrat,hamclose,hamswinging"
1286,mặc,mặc,,,,AD,RB,BB,"hamsymmlr,hamfist,hamthumboutmod,hamextfingero,hampalmu,hamchest,hamlrbeside,hamreplace,hamfist,hamthumboutmod,hamparbegin,hamextfingerl,hambetween,hamextfingerdl,hampalml,hamplus,hamextfingerr,hambetween,hamextfingerdr,hampalmr,hamparend,hamseqbegin,hamtouch,hamfingertip,hamthumb,hamseqend,hamchest,hamclose,hammovei"
1287,magic,m{d_Z,,,,AD,RB,BB,"hamsymmlr,hamceeall,hamthumbacrossmod,hamdoublehooked,hamextfingero,hambetween,hamextfingeru,hampalmd,hamshouldertop,hamparbegin,hammovedo,hamreplace,hamfinger2345,hamthumboutmod,hamextfingero,hampalmd,hambetween,hampalmdl,hamparend,hamrepeatfromstart"
1288,mãi_mãi,mãi_mãi,,,,AD,RB,BB,"hamsymmlr,hamfinger2,hamthumbacrossmod,hamextfingerul,hampalmdl,hamchest,hamclose,hamcirclel,hamrepeatfromstartseveral"
1289,mái_nhà,mái_nhà,,,,AD,RB,BB,"hamsymmlr,hamflathand,hamextfingerl,hambetween,hamextfingeru,hampalmd,hamtouch,hamshouldertop,hamreplace,hamparbegin,hamextfingerl,hampalmd,hamplus,hamextfingerdr,hampalmd,hamparend,hamparbegin,hamwristback,hamplus,hamfingernail,hammiddlefinger,hamparend,hamtouch,hamparbegin,hammovedr,hamarcu,hamplus,hamnomotion,hamparend"
1290,make,,,,,AD,RB,BB,"hamsymmlr,hamfist,hamthumbacrossmod,hamextfingerul,hambetween,hamextfingeru,hampalmd,hamparbegin,hamshoulders,hamlrat,hamplus,hamstomach,hamparend,hamparbegin,hammovedl,hamreplace,hamextfingero,hampalml,hamparend,hamparbegin,hamthumb,hamfingerbase,hamplus,hampinky,hamfingerbase,hamparend,hamtouch"
1291,make_sure,,,,,AD,RB,BB,"hamflathand,hamthumboutmod,hamparbegin,hamextfingero,hampalml,hamplus,hamextfingeror,hampalmu,hamparend,hamparbegin,hampalm,hamplus,hampinky,hamfingerside,hamparend,hammoved,hamarcu"
1292,màn,màn,,,,AD,RB,BB,"hamsymmlr,hampinchall,hamfingerstraightmod,hambetween,hampinchall,hamextfingeru,hampalmdl,hamparbegin,hamfingertip,hamthumb,hamplus,hamfingertip,hamthumb,hamparend,hamtouch,hamhead,hammover,hamreplace,hamfinger2345,hamthumboutmod,hamextfingeru,hampalmd,hamparbegin,hammoved,hammoved,hamparend"
1293,mặn,mặn,,,,AD,RB,BB,"hamfinger2,hampinky,hamextfingerl,hambetween,hamextfingeru,hampalml,hamlips,hamreplace,hamextfingero,hampalmd,hamchest,hamlrat"
1294,măng,,,,,AD,RB,BB,"hamsymmpar,hamparbegin,hamflathand,hamthumbopenmod,hamextfingerl,hambetween,hamextfingerd,hampalmd,hamplus,hamflathand,hamextfingerr,hampalmu,hamparend,hamparbegin,hampalm,hamplus,hamfingerpad,hammiddlefinger,hamtouch,hamparend,hamparbegin,hamreplace,hampinchall,hamfingerstraightmod,hamextfingero,hambetween,hamextfingerl,hammoveu,hamplus,hamnomotion,hamparend"
1295,mạnh,mạnh,,,,AD,RB,BB,"hamsymmpar,hamfist,hamextfingero,hampalml,hamshoulders,hamlrbeside,hammoved"
1296,mạnh_mẽ,,,,,AD,RB,BB,"hamsymmlr,hamfist,hamextfingeru,hambetween,hamextfingero,hampalml,hamshouldertop,hammoveo,hamsmallmod,hamarcu,hamsmallmod,hamrepeatfromstart"
1297,map,m{p,,,,AD,RB,BB,"hamsymmlr,hamfinger2,hamthumbacrossmod,hamextfingeruo,hampalmdl,hamshouldertop,hamclose,hammover,hamparbegin,hamreplace,hamextfingero,hampalmd,hammoved,hamparend,hamparbegin,hamreplace,hamextfingerol,hamclose,hammovel,hamparend"
1298,mập,mập,,,,AD,RB,BB,"hamsymmlr,hamfinger2345,hamthumboutmod,hambetween,hamfinger2345,hamthumboutmod,hamfingerbendmod,hamextfingerd,hampalml,hambelowstomach,hamlrbeside,hamtouch,hamparbegin,hammover,hamreplace,hamextfingerdl,hambetween,hamextfingerd,hampalmu,hamparend"
1299,march,,,,,AD,RB,BB,"hamflathand,hamthumbacrossmod,hampinky,hamfingerhookmod,hamextfingerol,hampalmd,hamstomach,hamclose,hamparbegin,hamreplace,hamcee12,hamextfingeru,hampalml,hamparend,hamparbegin,hamreplace,hamflathand,hamthumboutmod,hamextfingeru,hampalmdl,hammoveor,hamparend"
1300,marriage,m{rId_Z,,,,AD,RB,BB,"hamparbegin,hampinchall,hamplus,hamfinger2345,hamparend,hamparbegin,hamextfingerl,hampalmd,hamplus,hamextfingero,hambetween,hamextfingerur,hampalmd,hamparend,hamparbegin,hamchest,hamarmextended,hamplus,hamchest,hamparend,hamparbegin,hammovei,hamarcu,hamreplace,hamflathand,hamparend"
1301,married,,,,,AD,RB,BB,"hamparbegin,hampinch12open,hamplus,hamflathand,hamthumboutmod,hamparend,hamparbegin,hamextfingerol,hampalmd,hamplus,hamextfingerr,hampalmr,hambetween,hampalmd,hamparend,hamparbegin,hamhandback,hamplus,hamhandback,hamparend,hamtouch,hamchest,hamparbegin,hamcircleo,hamreplace,hamfinger2345,hamthumboutmod,hamparend"
1302,marytest,,,,,AD,RB,BB,"hamflathand,hamthumbacrossmod,hamextfingeru,hampalmu"
1303,mat,m{n,,,,AD,RB,BB,"hamsymmlr,hamflathand,hamthumboutmod,hamextfingero,hampalmd,hamparbegin,hamfingerside,hamthumb,hamplus,hamfingerside,hamthumb,hamparend,hamclose,hambelowstomach,hammover"
1304,mát,mát,,,,AD,RB,BB,"hamsymmlr,hamfinger2345,hamthumboutmod,hamextfingerul,hambetween,hamextfingerl,hampalml,hamneck,hammovei,hamnodding"
1305,mắt,mắt,,,,AD,RB,BB,"hamceeall,hambetween,hamfinger2,hamthumbacrossmod,hamindexfinger,hamfingerstraightmod,hamextfingeru,hampalml,hameyes,hamlrat,hamseqbegin,hamtouch,hamfingernail,hamindexfinger,hamseqend"
1306,mát_lạnh,,,,,AD,RB,BB,"hamfinger2345,hamthumboutmod,hamextfingerl,hampalml,hamshoulders,hamlrat,hamreplace,hamextfingeru,hampalmu"
1307,mặt_trận_tổ_quốc,,,,,AD,RB,BB,"hamsymmlr,hamflathand,hamextfingero,hambetween,hamextfingerl,hamparbegin,hampalmd,hamplus,hampalmu,hamparend,hampalm,hamtouch,hammover,hamreplace,hamfinger23,hamthumbacrossmod,hamextfingerul,hambetween,hamextfingero,hampalmu,hamnodding"
1308,mặt_trăng,mặt_trăng,,,,AD,RB,BB,"hampinch12,hamfingerstraightmod,hambetween,hampinch12,hamextfingero,hampalmul,hamparbegin,hammoveu,hamlargemod,hammoveu,hammoveo,hammover,hamparend,hamreplace,hamfinger2,hamthumbopenmod,hambetween,hamfinger2,hamthumbopenmod,hamindexfinger,hamfingerbendmod,hamparbegin,hamreplace,hampinch12,hamfingerstraightmod,hambetween,hampinch12,hamextfingero,hampalmd,hammoved,hammoved,hamarcl,hamparend,hamparbegin,hamreplace,hamfinger2,hamthumbacrossmod,hamextfingeru,hampalmd,hamhead,hamlrat,hammoveu,hamsmallmod,hammoveu,hamsmallmod,hamparend"
1309,mặt_trời,mặt_trời,,,,AD,RB,BB,"hamfinger2,hamthumbacrossmod,hambetween,hamfinger2,hamthumbacrossmod,hamfingerbendmod,hamextfingerui,hambetween,hamextfingeru,hampalmd,hamforehead,hammovel,hamsmallmod,hamparbegin,hamcirclei,hammover,hamsmallmod,hamparend,hamreplace,hamfinger2,hamthumbacrossmod,hamextfingeru,hampalmd,hamhead,hamlrbeside,hamclose,hammoveu,hamsmallmod"
1310,mặt_trời_lặn,mặt_trời_lặn,,,,AD,RB,BB,"hamsymmpar,hamparbegin,hampinchall,hamextfingeru,hampalml,hamplus,hamflathand,hamextfingerr,hampalmd,hamparend,hamparbegin,hamparbegin,hammoveu,hammovei,hamsmallmod,hammovei,hamsmallmod,hamparend,hamplus,hamparbegin,hammovei,hamsmallmod,hammover,hamparend,hamparend,hamreplace,hamnondominant,hamparbegin,hamextfingeru,hampalml,hamplus,hamextfingerr,hampalmd,hamparend,hamparbegin,hamparbegin,hamreplace,hamextfingerul,hampalmd,hammoved,hammovel,hamlargemod,hamarcu,hamparend,hamplus,hamnomotion,hamparend"
1311,mặt_trời_mọc,mặt_trời_mọc,,,,AD,RB,BB,"hamsymmpar,hamparbegin,hampinchall,hamextfingerul,hampalmd,hamplus,hamflathand,hamextfingerr,hampalmd,hamparend,hamparbegin,hamparbegin,hammovel,hamlargemod,hammovei,hamsmallmod,hammovei,hamsmallmod,hammovei,hamsmallmod,hamparend,hamplus,hamparbegin,hammover,hammovei,hamsmallmod,hamparend,hamparend,hamreplace,hamnondominant,hamparbegin,hamextfingerul,hampalmd,hamplus,hamextfingerr,hampalmd,hamparend,hamparbegin,hamparbegin,hamreplace,hamextfingeru,hampalml,hammover,hammover,hammoveu,hamarcl,hamparend,hamplus,hamnomotion,hamparend"
1312,match,,,,,AD,RB,BB,"hamsymmlr,hamflathand,hamfingerstraightmod,hamextfingeru,hampalml,hamparbegin,hamfingerpad,hamindexfinger,hammiddlefinger,hamringfinger,hampinky,hamplus,hamfingerpad,hamindexfinger,hammiddlefinger,hamringfinger,hampinky,hamparend,hamtouch,hammover"
1313,màu_đậm,màu_đậm,,,,AD,RB,BB,"hamsymmlr,hamfist,hamthumbacrossmod,hamparbegin,hamextfingerul,hampalmd,hamplus,hamextfingerur,hampalmd,hamparend,hamparbegin,hamwristback,hamplus,hamwristback,hamlrbeside,hamparend,hamtouch,hamshoulders,hamclose,hamparbegin,hammoveor,hamlargemod,hammoved,hamlargemod,hamreplace,hamextfingero,hampalmdl,hamparend"
1314,màu_mỡ,,,,,AD,RB,BB,"hamsymmpar,hamparbegin,hamflathand,hambetween,hamflathand,hamfingerstraightmod,hamextfingerl,hambetween,hamextfingero,hampalmd,hamplus,hamflathand,hamextfingerl,hampalmu,hamparend,hamparbegin,hampalm,hamplus,hamfingerpad,hamtouch,hamparend,hamparbegin,hamreplace,hamfist,hamthumboutmod,hamextfingero,hampalml,hamplus,hamnomotion,hamparend"
1315,màu_nhạt,màu_nhạt,,,,AD,RB,BB,"hamflathand,hamextfingeru,hampalmu,hamlips,hambetween,hamunderchin,hamtouch,hammoveo"
1316,màu_sắc,màu_sắc,,,,AD,RB,BB,"hamfinger23,hamthumbacrossmod,hambetween,hamfinger23,hamfingerhookmod,hamextfingerui,hambetween,hamextfingeru,hampalml,hamforehead,hamreplace,hamfinger23,hamthumbacrossmod,hambetween,hamfinger23,hamfingerhookmod,hamextfingerui,hambetween,hamextfingeru,hampalml,hamnose"
1317,mâu_thuẫn,,,,,AD,RB,BB,"hamsymmlr,hamfinger23,hamthumbacrossmod,hamfingerstraightmod,hambetween,hamfinger23,hamthumbacrossmod,hamextfingeru,hampalml,hamshoulders,hamreplace,hamfinger23,hamthumbacrossmod,hamfingerstraightmod,hambetween,hamfinger23,hamthumbacrossmod,hamextfingeru,hampalml,hamtouch,hammover,hamsmallmod,hamrepeatfromstart"
1318,may,,,,,AD,RB,BB,"hamflathand,hamthumbacrossmod,hampinky,hamfingerhookmod,hamextfingerol,hampalmd,hamstomach,hamclose,hamparbegin,hamreplace,hamfinger2,hamthumbacrossmod,hamextfingerul,hampalmdl,hamparend,hamparbegin,hamreplace,hamfinger2,hamthumbacrossmod,hamextfingeruo,hampalmd,hamparend"
1319,máy_bay,máy_bay,,,,AD,RB,BB,"hamfinger23spread,hamthumboutmod,hamindexfinger,hampinky,hamextfingerul,hambetween,hamextfingerl,hampalmd,hamshouldertop,hamlrat,hamclose,hamparbegin,hammoveul,hammovel,hammoveo,hamsmallmod,hamparend"
1320,máy_vitinh,máy_vitinh,,,,AD,RB,BB,"hamsymmlr,hamfinger2,hamthumbacrossmod,hamextfingeru,hambetween,hamextfingerl,hampalmr,hamseqbegin,hamtouch,hamfingertip,hamindexfinger,hamseqend,hamheadtop,hammover,hammoved,hamlargemod,hammovel,hamreplace,hamfinger2345,hambetween,hamfinger2345,hamfingerhookmod,hamextfingero,hampalmd,hamchest,hammover,hamsmallmod,hamfingerplay"
1321,maybe,me_Ibi:,,,,AD,RB,BB,"hamfinger2345,hamthumboutmod,hamindexfinger,hamfingerhookmod,hammiddlefinger,hamfingerhookmod,hamringfinger,hamfingerhookmod,hamextfingero,hampalmd,hambetween,hampalml,hamchest,hamlrat,hambetween,hamchest,hamclose,hamtwisting,hamslow"
1322,me,mi:,,,,AD,RB,BB,"hamfinger2,hamthumbacrossmod,hamextfingeril,hampalmr,hamchest,hamtouch"
1323,mẹ,mẹ,,,,AD,RB,BB,"hamflathand,hamextfingeru,hampalml,hamcheek,hamseqbegin,hamtouch,hamfingernail,hamindexfinger,hammiddlefinger,hamringfinger,hamseqend"
1324,mean,mi:n,,,,AD,RB,BB,"hamsymmlr,hamfinger2345,hamthumboutmod,hamextfingeror,hampalmd,hamchest,hambetween,hamstomach,hamlrbeside,hamparbegin,hammoveir,hamreplace,hamfinger2345,hamthumboutmod,hamfingerhookmod,hamextfingero,hamchest,hamclose,hamparend"
1325,means,,,,,AD,RB,BB,"hamflathand,hamthumboutmod,hamparbegin,hamextfingerol,hampalmd,hamplus,hamextfingeror,hampalmu,hamparend,hamparbegin,hampalm,hamplus,hampalm,hamparend,hamtouch,hamchest,hamcircleu,hamsmallmod"
1326,meat,,,,,AD,RB,BB,"hamfinger2,hamthumbacrossmod,hamextfingerul,hambetween,hamextfingeru,hampalml,hamneck,hamlrat,hamtouch"
1327,medical,mi:t,,,,AD,RB,BB,"hampinch12open,hamextfingerl,hampalml,hamshoulders,hambetween,hamchest,hammover,hamarcr,hamshoulders,hamlrat,hambetween,hamchest"
1328,medicine,med,,,,AD,RB,BB,"hamparbegin,hamfinger2345,hamthumbacrossmod,hamindexfinger,hamfingerhookmod,hammiddlefinger,hamfingerhookmod,hamringfinger,hamfingerhookmod,hamplus,hamfist,hamthumbacrossmod,hamparend,hamparbegin,hamextfingerol,hampalml,hamplus,hamextfingeror,hampalmr,hamparend,hamparbegin,hamfingernail,hamindexfinger,hamplus,hampinky,hamfingertip,hamparend,hamtouch,hammoveur,hamsmallmod,hamarcl,hamrepeatfromstart"
1329,meet,mi:t,,,,AD,RB,BB,"hamsymmlr,hamfingerstraightmod,hamlargemod,hamfinger2,hamthumbacrossmod,hamparbegin,hamextfingeru,hampalmdl,hamplus,hamextfingeru,hampalmur,hamparend,hamparbegin,hamchest,hamlrat,hamplus,hamchest,hamarmextended,hamparend,hammoveo,hamsmallmod,hamparbegin,hampalm,hamplus,hampalm,hamparend,hamclose"
1330,meet,,,,,AD,RB,BB,"hamsymmlr,hamfingerstraightmod,hamlargemod,hamfinger2,hamthumbacrossmod,hamparbegin,hamextfingeru,hampalmul,hamplus,hamextfingeru,hampalmur,hamparend,hamparbegin,hamchest,hamplus,hamchest,hamarmextended,hamparend,hammoveo,hamparbegin,hampalm,hamplus,hamhandback,hamparend,hamtouch"
1331,meet_left_place,,,,,AD,RB,BB,"hamfinger2,hamthumbacrossmod,hamextfingeru,hampalmdl,hambetween,hampalml,hamchest,hamlrat,hammoveol,hamslow,hamlrat,hamchest"
1332,meeting,,,,,AD,RB,BB,"hamsymmpar,hamfinger2,hamthumbacrossmod,hamextfingeru,hampalmd,hamshoulders,hamcirclei"
1333,mênh_mông,,,,,AD,RB,BB,"hamsymmlr,hamflathand,hambetween,hampinchall,hamfingerstraightmod,hamextfingerl,hambetween,hamextfingeru,hampalmd,hambetween,hampalml,hamseqbegin,hamtouch,hamwristback,hamseqend,hamchest,hamparbegin,hamreplace,hamextfingerr,hambetween,hamextfingero,hampalmd,hammover,hamlargemod,hamparend"
1334,mệt,mệt,,,,AD,RB,BB,"hamfinger2345,hamthumboutmod,hamextfingerdi,hambetween,hamextfingerl,hampalmur,hamstomach,hamlrat,hamclose,hamparbegin,hammoveu,hamlargemod,hamarcl,hamreplace,hamextfingerul,hampalmdl,hamparend,hamrepeatfromstart"
1335,mì_chính,mì_chính,,,,AD,RB,BB,"hamfist,hamthumbopenmod,hamextfingero,hampalmu,hamchest,hamlrat,hamparbegin,hammovel,hamsmallmod,hamreplace,hamextfingero,hampalmd,hamparend,hamreplace,hamfinger2,hampinky,hamextfingerl,hambetween,hamextfingeru,hampalml,hamlips"
1336,mì_tôm,mì_tôm,,,,AD,RB,BB,"hamsymmpar,hamparbegin,hamfinger23spread,hamthumbacrossmod,hambetween,hamfinger23,hamthumbacrossmod,hamplus,hamflathand,hamthumboutmod,hamfingerbendmod,hambetween,hamflathand,hamthumboutmod,hamparend,hamparbegin,hamextfingerdl,hambetween,hamextfingerl,hampalml,hamplus,hamextfingeror,hampalmu,hamparend,hamparbegin,hampalm,hamplus,hamfingertip,hammiddlefinger,hamparend,hamtouch,hamparbegin,hamreplace,hamfinger23,hamthumbacrossmod,hamplus,hamnomotion,hamparend,hamparbegin,hamparbegin,hamreplace,hamextfingerl,hammoveu,hamlips,hamparend,hamplus,hamnomotion,hamparend,hamparbegin,hamreplace,hamfinger23,hamthumbacrossmod,hamplus,hamnomotion,hamparend,hamparbegin,hamparbegin,hamreplace,hamfinger2,hamfingerhookmod,hamextfingerul,hambetween,hamextfingerl,hampalmdl,hammoveor,hamparend,hamplus,hamparbegin,hamreplace,hamflathand,hamextfingerd,hampalmr,hammoved,hamlargemod,hammoved,hamlargemod,hammovel,hammovei,hamlargemod,hamparend,hamparend,hamparbegin,hamreplace,hamfinger2,hamthumbacrossmod,hamplus,"
1337,miền_bắc,miền_bắc,,,,AD,RB,BB,"hamparbegin,hamflathand,hamextfingerl,hampalmu,hamplus,hamfist,hamextfingeru,hampalmu,hamparend,hamparbegin,hamwristback,hamplus,hampinky,hamparend,hamtouch,hamlrbeside,hamshouldertop,hambetween,hamnose,hammoveu"
1338,miền_nam,miền_nam,,,,AD,RB,BB,"hamparbegin,hamflathand,hamextfingerl,hampalmd,hamplus,hamfist,hamextfingeru,hampalmu,hamparend,hamparbegin,hamlrat,hamchest,hamplus,hamlrbeside,hamshouldertop,hambetween,hamnose,hamparend,hammoved"
1339,miền_núi,miền_núi,,,,AD,RB,BB,"hamsymmlr,hamfinger2345,hamthumboutmod,hambetween,hamflathand,hamparbegin,hamparbegin,hamreplace,hamextfingerol,hambetween,hamextfingerl,hampalmd,hammoveu,hamsmallmod,hammovel,hamlargemod,hammovei,hammoved,hamparend,hamplus,hamparbegin,hamreplace,hamextfingeror,hambetween,hamextfingerr,hampalmd,hammover,hamlargemod,hammovei,hammoved,hamparend,hamparend,hamparbegin,hamreplace,hamextfingeror,hambetween,hamextfingerr,hammover,hammover,hammover,hammover,hammoveo,hammoveu,hamparend,hamparbegin,hamparbegin,hamreplace,hamflathand,hamextfingero,hampalmdr,hammovel,hammovel,hammovel,hammovel,hammovei,hamsmallmod,hamparend,hamplus,hamparbegin,hamreplace,hamflathand,hamextfingerd,hampalmr,hammoved,hammoved,hammoved,hammovei,hammovei,hammover,hamlargemod,hamparend,hamparend,hamparbegin,hamparbegin,hamreplace,hamextfingero,hampalmdl,hammover,hamarcu,hamlargemod,hamparend,hamplus,hamnomotion,hamparend,hamparbegin,hamreplace,hamextfingero,hampalmdr,hamplus,hamnomotion,hamparend,hamparbegin,hamparbegin,hamreplace,hamextfingero,hampalmdl,hammover,hamarcu,hamlargemod,hamparend,hamplus,hamnomotion,hamparend"
1340,miễn_phí,miễn_phí,,,,AD,RB,BB,"hamsymmlr,hamfinger2345,hamthumboutmod,hamextfingerol,hampalmdl,hamchest,hamlrat,hamtouch,hamparbegin,hammover,hamsmallmod,hamreplace,hamextfingero,hampalmu,hambetween,hampalmul,hamparend"
1341,miền_trung,miền_trung,,,,AD,RB,BB,"hamparbegin,hamflathand,hamextfingerl,hampalml,hamplus,hamfist,hamextfingeru,hampalmu,hamparend,hamparbegin,hamshoulders,hamplus,hamlrat,hamshouldertop,hambetween,hamnose,hamparend"
1342,miệng,miệng,,,,AD,RB,BB,"hamceeall,hambetween,hamfinger2,hamthumbacrossmod,hamindexfinger,hamfingerstraightmod,hamextfingeru,hampalml,hamlrat,hamlips,hamseqbegin,hamtouch,hamfingernail,hamindexfinger,hamseqend,hamcircleo,hamsmallmod"
1343,miếu,,,,,AD,RB,BB,"hamsymmlr,hamflathand,hamextfingeru,hambetween,hamextfingerl,hampalmd,hamtouch,hamshoulders,hamparbegin,hamreplace,hamextfingerl,hampalml,hammover,hamsmallmod,hamparend"
1344,mình,mình,,,,AD,RB,BB,"hamflathand,hamextfingerl,hampalml,hamchest,hamtouch,hammoved"
1345,minicom,,,,,AD,RB,BB,"hamsymmlr,hamfinger2345,hamthumboutmod,hamextfingero,hampalmd,hamchest,hamclose,hamfingerplay"
1346,mổ,mổ,,,,AD,RB,BB,"hamsymmpar,hamparbegin,hamflathand,hamthumboutmod,hamextfingerd,hampalmd,hamplus,hamflathand,hamfingerhookmod,hamthumboutmod,hamextfingero,hampalmd,hamparend,hamparbegin,hamparbegin,hammovel,hammovel,hammovel,hamsmallmod,hammoveu,hamsmallmod,hamparend,hamplus,hammovei,hamsmallmod,hamparend,hamparbegin,hamparbegin,hammover,hammover,hamparend,hamplus,hamnomotion,hamparend"
1347,mở,mở,,,,AD,RB,BB,"hamsymmlr,hamflathand,hamthumbacrossmod,hamextfingeru,hampalmd,hamtouch,hamshoulders,hammover"
1348,mợ,,,,,AD,RB,BB,"hamcee12,hamthumbacrossmod,hamextfingeru,hampalmul,hamearlobe,hamseqbegin,hamtouch,hamfingernail,hamthumb,hamindexfinger,hamseqend,hamparbegin,hamreplace,hamfinger2345,hamthumbacrossmod,hamfingerstraightmod,hampinky,hamdoublebent,hamextfingero,hampalmd,hamchest,hamparend"
